CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;orig_lat;orig_long;LOCALIZE;indirizzo_query;arcGIS_response;Long;Lat
8214;0;Via Guelfa, 84 r;TORRINI;3534580489;50129;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.7786252;11.2524021;1;Via Guelfa, 84 r, 50129, FIRENZE;Via Guelfa 84, 50129, Firenze;11.252340167638067;43.77861450513589
8215;0;Via della Rondinella, 85;ROSSINI E PONTE ROSSO SNC;6435240483;50135;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/10/2014;-;Ordinaria;1;43.7744440484;11.2938222702;1;Via della Rondinella, 85, 50135, FIRENZE;Via della Rondinella 85, 50135, Firenze;11.292228524006024;43.775167746321216
8216;0;Piazza Giacomo Puccini, 30 R;PUCCINI;4984850489;50144;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Piazza Giacomo Puccini, 30 R, 50144, FIRENZE;Piazza Giacomo Puccini 30, 50144, Firenze;11.228691210469618;43.786005218320874
8217;0;Via Cavour, 59R;CAVOUR SAS;5550170483;50129;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.7423470812;10.9752746749;1;Via Cavour, 59R, 50129, FIRENZE;Via Camillo Benso di Cavour 59R, 50129, Firenze;11.257170543917725;43.776671532378934
8218;0;Via Porta Rossa, 70;PORTA ROSSA SNC;3183480486;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2016;-;Ordinaria;1;43.7702066419;11.25318847;1;Via Porta Rossa, 70, 50123, FIRENZE;Via Porta Rossa 70, 50123, Firenze;11.251950846932885;43.770291401610024
8219;0;Viale Spartaco Lavagnini, 1/r;S. CATERINA;5150880481;50129;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2008;-;Ordinaria;1;43.82425078;11.1348351908;1;Viale Spartaco Lavagnini, 1/r, 50129, FIRENZE;Viale Spartaco Lavagnini 1, 50129, Firenze;11.256575191095822;43.78271695530619
8220;0;Viale Edmondo De Amicis, 87/a;MARUCELLI;2136070485;50137;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.78020975;11.2916325;1;Viale Edmondo De Amicis, 87/a, 50137, FIRENZE;Viale Edmondo De Amicis 87A, 50137, Firenze;11.288032533989334;43.77605972023771
8221;0;Borgo Pinti, 64 R;AL CANTO DI CANDELI;3443650480;50121;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Borgo Pinti, 64 R, 50121, FIRENZE;Borgo Pinti 64, 50121, Firenze;11.265364419787662;43.77570135498297
8222;0;Via Ghibellina, 87 r;SELVA E FRANCHI SAS DELLA DR.SSA AVESTI IRENE;4700790480;50122;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/04/2016;-;Ordinaria;1;43.7701234;11.2620651;1;Via Ghibellina, 87 r, 50122, FIRENZE;Via Ghibellina 87, 50122, Firenze;11.261313529141917;43.77025274049282
8223;0;Piazza delle Cure, 1/r;DELLA NAVE E DELLE CURE SAS;5032940487;50133;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2009;-;Ordinaria;1;43.77041;11.2550368;1;Piazza delle Cure, 1/r, 50133, FIRENZE;Piazza delle Cure 1, 50133, Firenze;11.269221962663794;43.78725040827512
8224;0;Via dello Statuto, 21/r;STATUTO;4999970488;50129;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.7857737974;11.2508111592;1;Via dello Statuto, 21/r, 50129, FIRENZE;Via dello Statuto 21, 50129, Firenze;11.250478687748938;43.78620330751921
8225;0;Via Faentina, 105 G;SAN MARCO VECCHIO DR CARRAVETTA;526960487;50133;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2016;-;Ordinaria;1;43.7888654977;11.2669151911;1;Via Faentina, 105 G, 50133, FIRENZE;Via Faentina 105G, 50133, Firenze;11.268245373708869;43.79022884263372
8226;0;Via dei Neri, 67 R;FARMACIE LOMBARDI TOSCANA DI ANTONIO IOSACCO E CO SAS;5691950488;50122;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2016;-;Ordinaria;1;43.718797871;10.9465318616;1;Via dei Neri, 67 R, 50122, FIRENZE;Via dei Neri 67, 50122, Firenze;11.257326073547269;43.76845310713256
8227;0;Via il Prato, 43/r;TRAMONTI;5228760483;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2008;-;Ordinaria;1;43.7747829602;11.242636195;1;Via il Prato, 43/r, 50123, FIRENZE;Via Il Prato 43, 50123, Firenze;11.241370792111539;43.77620836219635
8228;0;Piazza San Giovanni, 20;ALL'INSEGNA DEL MORO SAS - DR.SSA FRANCESCA ACERBONI E C.;428180483;50129;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.77343665;11.25494715;1;Piazza San Giovanni, 20, 50129, FIRENZE;Piazza di San Giovanni 20, 50123, Firenze;11.254589444630396;43.773491503750925
8229;0;Via Panzani, 65/r;DELLA STAZIONE;3511310488;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/10/2010;-;Ordinaria;1;43.77041;11.2550368;1;Via Panzani, 65/r, 50123, FIRENZE;Via Panzani 65, 50123, Firenze;11.250319133908524;43.77453028642739
8230;0;Via degli Alfani, 75/r;DELLA ROTONDA SNC;5057970484;50121;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2010;-;Ordinaria;1;43.7755544;11.2600531;1;Via degli Alfani, 75/r, 50121, FIRENZE;Via degli Alfani 75, 50121, Firenze;11.260018089647417;43.7755423200127
8231;0;Via del Proconsolo, 22/r;REALE;3100890486;50122;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Via del Proconsolo, 22/r, 50122, FIRENZE;Via del Proconsolo 22, 50122, Firenze;11.25791790452422;43.77209537246813
8232;0;Piazza Mercato Nuovo, 4/r;DEL CINGHIALE;431750488;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/01/2005;-;Ordinaria;1;43.77041;11.2550368;1;Piazza Mercato Nuovo, 4/r, 50123, FIRENZE;Piazza di Mercato Nuovo 4, 50123, Firenze;11.254000867187997;43.76990529225577
8233;0;Via dei Serragli, 94/R;DE' SERRAGLI;5604720820;50124;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/05/2009;-;Ordinaria;1;43.7657033;11.2445686;1;Via dei Serragli, 94/R, 50124, FIRENZE;Via dei Serragli 94, 50124, Firenze;11.244848123780981;43.766232066333885
8234;0;Via Pagnini, 64 r;ZANOBINI SAS;4502200480;50134;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2013;-;Ordinaria;1;43.7912771;11.2528422;1;Via Pagnini, 64 r, 50134, FIRENZE;Via Gianfrancesco Pagnini 64, 50134, Firenze;11.252866096312507;43.79126217707313
16851;0;Via Lazio, 10/13;Comunale N.20;2182340485;50145;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7898932219;11.1691059985;1;Via Lazio, 10/13, 50145, FIRENZE;Via Lazio 10/13, 50145, Firenze;11.172007582289815;43.79012148990112
16853;0;Via Maurizio Bufalini, 2r;Comunale N.21;2182340485;50122;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.77363985;11.25861435;1;Via Maurizio Bufalini, 2r, 50122, FIRENZE;Via Maurizio Bufalini 2R, 50121, Firenze;11.259483918505337;43.77324453302725
16854;0;Viuzzo Delle Case Nuove, 13;Comunale N.3;2182340485;50143;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.77041;11.2550368;1;Viuzzo Delle Case Nuove, 13, 50143, FIRENZE;Viuzzo delle Case Nuove 13, 50143, Firenze;11.197555193029057;43.76609900499165
16855;0;Viale Francesco Talenti, 138/140;Comunale N.16;2182340485;50142;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7731537026;11.2129502996;1;Viale Francesco Talenti, 138/140, 50142, FIRENZE;Viale Francesco Talenti 138, 50142, Firenze;11.214105705522543;43.773427361648075
16856;0;Piazza Dell'Isolotto, 13/15 R;Comunale N.5;2182340485;50142;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.778335331;11.217230523;1;Piazza Dell'Isolotto, 13/15 R, 50142, FIRENZE;Piazza dell'Isolotto 13, 50142, Firenze;11.217318548156266;43.77813559838998
16857;0;Viale Canova, 148/150;Comunale N.18;2182340485;50142;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7768387599;11.2024629089;1;Viale Canova, 148/150, 50142, FIRENZE;Via Antonio Canova 148, 50142, Firenze;11.199334619770276;43.778774209013655
16858;0;Via Faentina, 105/r;Comunale N.15;2182340485;50133;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.77041;11.2550368;1;Via Faentina, 105/r, 50133, FIRENZE;Via Faentina 105, 50133, Firenze;11.268038017340913;43.79004068082403
16859;0;Viale Alessandro Guidoni, 89;Comunale N.8;2182340485;50127;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7980652172;11.215044293;1;Viale Alessandro Guidoni, 89, 50127, FIRENZE;Viale Alessandro Guidoni 89, 50127, Firenze;11.220266236886147;43.79740654731953
16860;0;Via Tavanti, 18;Comunale N.2;2182340485;50120;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/07/2017;-;Ordinaria;1;43.77041;11.2550368;1;Via Tavanti, 18, 50120, FIRENZE;Via Angiolo Tavanti 18, 50134, Firenze;11.245997466703166;43.79303265168215
16861;0;Via Gherardo Silvani, 84/r;Comunale N.19;2182340485;50125;48017;FIRENZE;Galluzzo;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7391732933;11.2424139983;1;Via Gherardo Silvani, 84/r, 50125, FIRENZE;Via Gherardo Silvani 84, 50125, Firenze;11.23036566694557;43.737429824311846
16862;0;Via Dei Renai, 9/r;Comunale N.7;2182340485;50126;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7651329;11.25886685;1;Via Dei Renai, 9/r, 50126, FIRENZE;Via dei Renai 9, 50125, Firenze;11.260183573547245;43.7649465545329
16863;0;Via Delle Cave Monteripaldi, 27;Comunale N.14;2182340485;50125;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.77041;11.2550368;1;Via Delle Cave Monteripaldi, 27, 50125, FIRENZE;Via delle Cave di Monteripaldi 27, 50125, Firenze;11.256148110739252;43.73599206633389
16864;0;Via Gabriele D'Annunzio, 55/r;Comunale N.11;2182340485;50135;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.80814095;11.12384585;1;Via Gabriele D'Annunzio, 55/r, 50135, FIRENZE;Via Gabriele D'Annunzio 55, 50135, Firenze;11.32071368192055;43.782765306970944
16865;0;Piazza Santa Maria Novella, 13 (Int. Stazione);Comunale N.13;2182340485;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.77041;11.2550368;1;Piazza Santa Maria Novella, 13 (Int. Stazione), 50123, FIRENZE;Piazza di Santa Maria Novella 13, 50123, Firenze;11.249022206763293;43.77355692423106
16866;0;Piazza Nazario Sauro, 6r;Comunale N.1;2182340485;50124;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7693532407;11.2467249305;1;Piazza Nazario Sauro, 6r, 50124, FIRENZE;Piazza Nazario Sauro 6R, 50125, Firenze;11.24677329331067;43.76935883386734
16867;0;Viale Europa, 191;Comunale N.10;2182340485;50126;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7564047;11.2904383;1;Viale Europa, 191, 50126, FIRENZE;Viale Europa 191, 50126, Firenze;11.297448188729877;43.75705043104037
16868;0;Via Aretina, 250;Comunale N.9;2182340485;50136;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7674798;11.30205985;1;Via Aretina, 250, 50136, FIRENZE;Via Aretina 250, 50136, Firenze;11.30567301526344;43.767105580068126
16869;0;Via Di Bellariva, 23;Comunale N.12;2182340485;50136;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.77041;11.2550368;1;Via Di Bellariva, 23, 50136, FIRENZE;Via della Bellariva 23, 50136, Firenze;11.285857765883819;43.76759917568816
16870;0;Via Guilla, 4/6;Comunale N.4;2182340485;50126;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7414190794;11.290678834;1;Via Guilla, 4/6, 50126, FIRENZE;Via Guilla 4, 50125, Firenze;11.290709855531233;43.74209090230249
16871;0;Via Tagliamento, 7 (Sorgane);Comunale N.17;2182340485;50120;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7710332;11.2480006;1;Via Tagliamento, 7 (Sorgane), 50120, FIRENZE;Via Tagliamento 7, 50126, Firenze;11.305845617000323;43.75157713266779
16872;0;Viale Calatafimi, 6/8 R 2a/r;Comunale N.6;2182340485;50137;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/09/2017;-;Ordinaria;1;43.7826308875;11.2872889439;1;Viale Calatafimi, 6/8 R 2a/r, 50137, FIRENZE;Viale Calatafimi 6, 50137, Firenze;11.286590075364929;43.781951389116536
18579;0;Borgo Ognissanti, 44/48 R;D'OGNISSANTI D.SSA CHIARA PASQUETT;6119330485;50123;48017;FIRENZE;-;48;FI;FIRENZE;90;TOSCANA;01/03/2011;-;Ordinaria;1;43.77041;11.2550368;1;Borgo Ognissanti, 44/48 R, 50123, FIRENZE;Borgo Ognissanti 44, 50123, Firenze;11.245557142939553;43.77254657729815
