CODSCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI
RMEE8CP01L;201617;CENTRO;00132;H501;RMIC8CP00E;IC CASTELVERDE;VIA MASSA SAN GIULIANO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CP00E@istruzione.it;Non Disponibile;VIA MASSA SAN GIULIANO 131;ROMA;LAZIO;SI;iccastelverderoma.it;True;12,698029400000001;41,90096339999999;SCUOLA PRIMARIA;438
RMEE82502B;201617;CENTRO;00182;H501;RMIC825008;MARCELLO MASTROIANNI;VIA ACIREALE 2;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC825008@istruzione.it;Non Disponibile;VIA ACIREALE 2;ROMA;LAZIO;SI;www.icmmastroianni.gov.it;True;12,5205619;41,8874917;SCUOLA PRIMARIA;261
RMEE8G6039;201617;CENTRO;00174;H501;RMIC8G6005;I.C. VIALE DEI CONSOLI 16;SALVO D'ACQUISTO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8G6005@istruzione.it;Non Disponibile;VIA SELINUNTE 3;ROMA;LAZIO;SI;www.icvialedeiconsoli.gov.it;True;12,55217;41,85523999999999;SCUOLA PRIMARIA;155
RMEE80301D;201617;CENTRO;00134;H501;RMIC80300B;PADRE ROMUALDO FORMATO;CASTEL DI LEVA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC80300B@istruzione.it;Non Disponibile;VIA ARDEATINA KM. 13;ROMA;LAZIO;SI;www.scuolaformato.eu;True;12,540389999999999;41,78284;SCUOLA PRIMARIA;269
RMMM8GD01E;201617;CENTRO;00183;H501;RMIC8GD00D;IC ALESSANDRO MANZONI;SMS VIA SIBARI 5;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8GD00D@istruzione.it;Non Disponibile;VIA SIBARI 5;ROMA;LAZIO;SI;www.icvialusitania.it;True;12,503689999999999;41,88216;SCUOLA SECONDARIA I GRADO;304
RMEE85401A;201617;CENTRO;00125;H501;RMIC854008;"I.C. ""ARISTIDE LEONORI""";"I. C. ""ARISTIDE LEONORI""";NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC854008@istruzione.it;Non Disponibile;VIA FUNI 81;ROMA;LAZIO;SI;www.istitutoleonorigov.it;True;12,349561300000001;41,774295200000005;SCUOLA PRIMARIA;508
RMEE86703E;201617;CENTRO;00189;H501;RMIC86700A;"STATALE ""PUBLIO VIBIO MARIANO""";VIA SAN GODENZO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC86700A@istruzione.it;Non Disponibile;VIA SAN GODENZO 200;ROMA;LAZIO;SI;www.icpubliovibiomariano.it;True;12,4527496;41,960855200000005;SCUOLA PRIMARIA;251
RMEE8ES05V;201617;CENTRO;00131;H501;RMIC8ES00L;MAHATMA GANDHI;VIA POPPEA SABINA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8ES00L@istruzione.it;Non Disponibile;VIA RATTO DELLE SABINE 1;ROMA;LAZIO;SI;WWW.ICMAHATMAGANDHI.IT;True;12,601472;41,946501;SCUOLA PRIMARIA;237
RMEE8CP02N;201617;CENTRO;00132;H501;RMIC8CP00E;IC CASTELVERDE;OSA I;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CP00E@istruzione.it;Non Disponibile;VIA PRENESTINA POLENSE 1728;ROMA;LAZIO;SI;iccastelverderoma.it;True;12,7006351;41,88942279999999;SCUOLA PRIMARIA;62
RMMM8B1012;201617;CENTRO;00128;H501;RMIC8B1001;MARTA RUSSO;TRIGORIA;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8B1001@istruzione.it;Non Disponibile;Non Disponibile;ROMA;LAZIO;SI;www.icmartarusso.it;True;12,415133500000001;41,699929299999994;SCUOLA SECONDARIA I GRADO;506
RMEE8D8013;201617;CENTRO;00197;H501;RMIC8D8001;IC VIA P.A. MICHELI;RONCONI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8D8001@istruzione.it;Non Disponibile;VIA P.A.MICHELI 21;ROMA;LAZIO;SI;www.istitutocomprensivoviamicheli.it;True;12,482474400000001;41,9225104;SCUOLA PRIMARIA;208
RMMM80301C;201617;CENTRO;00134;H501;RMIC80300B;PADRE ROMUALDO FORMATO;FORMATO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC80300B@istruzione.it;Non Disponibile;VIA ARDEATINA 1274;ROMA;LAZIO;SI;Non Disponibile;True;12,552710000000001;41,77212;SCUOLA SECONDARIA I GRADO;174
RMEE8CV022;201617;CENTRO;00181;H501;RMIC8CV00V;VIA LATINA 303;VILLA LAZZARONI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CV00V@istruzione.it;Non Disponibile;VIA APPIA NUOVA 522;ROMA;LAZIO;SI;www.ic-vialatina303.it;True;12,525770199999998;41,8722102;SCUOLA PRIMARIA;311
RMEE8G6028;201617;CENTRO;00174;H501;RMIC8G6005;I.C. VIALE DEI CONSOLI 16;ALDO FABRIZI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8G6005@istruzione.it;Non Disponibile;VIA VALERIO PUBLICOLA 165;ROMA;LAZIO;SI;www.icvialedeiconsoli.gov.it;True;12,5556819;41,8551902;SCUOLA PRIMARIA;338
RMEE83003X;201617;CENTRO;00142;H501;RMIC83000Q;GIUSEPPE MONTEZEMOLO;TRE FONTANE;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC83000Q@istruzione.it;Non Disponibile;VIA DEL TINTORETTO 371;ROMA;LAZIO;SI;www.icmontezemolo.gov.it;True;12,494186099999999;41,833766600000004;SCUOLA PRIMARIA;242
RMMM86701B;201617;CENTRO;00189;H501;RMIC86700A;"STATALE ""PUBLIO VIBIO MARIANO""";DE FILIPPO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC86700A@istruzione.it;Non Disponibile;VIA AL SESTO MIGLIO 78/A;ROMA;LAZIO;SI;www.icpubliovibiomariano.it;True;12,444289999999999;41,97016;SCUOLA SECONDARIA I GRADO;427
RMMM8F101C;201617;CENTRO;00144;H501;RMIC8F100B;I.C. LARGO DINO BUZZATI;SMS LARGO DINO BUZZATI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8F100B@istruzione.it;Non Disponibile;LARGO DINO BUZZATI 13;ROMA;LAZIO;SI;http//iclargobuzzati.gov.it;True;12,474556300000001;41,816325299999995;SCUOLA SECONDARIA I GRADO;227
RMEE8ES04T;201617;CENTRO;00156;H501;RMIC8ES00L;MAHATMA GANDHI;P.ZZA PAOLO ROSSI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8ES00L@istruzione.it;Non Disponibile;P.ZZA PAOLO ROSSI 6;ROMA;LAZIO;SI;WWW.ICMAHATMAGANDHI.IT;True;12,5849157;41,950540999999994;SCUOLA PRIMARIA;240
RMEE8D8024;201617;CENTRO;00196;H501;RMIC8D8001;IC VIA P.A. MICHELI;ALESSI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8D8001@istruzione.it;Non Disponibile;VIA FLAMINIA 225;ROMA;LAZIO;SI;www.istitutocomprensivoviamicheli.it;True;12,4708987;41,9230714;SCUOLA PRIMARIA;247
RMMM8AG01A;201617;CENTRO;00188;H501;RMIC8AG009;I. C. KAROL WOJTYLA;BORGHI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8AG009@istruzione.it;Non Disponibile;LARGO G. BORGHI 6;ROMA;LAZIO;SI;www.istitutocomprensivoKarolWojtyla.it;True;12,4798193;42,007975099999996;SCUOLA SECONDARIA I GRADO;275
RMEE82401E;201617;CENTRO;00176;H501;RMIC82400C;I.C. ALBERTO MANZI;DE AMICIS;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC82400C@istruzione.it;Non Disponibile;VIA DEL PIGNETO 301;ROMA;LAZIO;SI;www.icalbertomanzi.it;True;12,536592500000001;41,886503499999996;SCUOLA PRIMARIA;316
RMEE8EF023;201617;CENTRO;00141;H501;RMIC8EF00X;IC P.ZZA CAPRI;VIA MONTE SENARIO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EF00X@istruzione.it;Non Disponibile;VIA MONTE SENARIO;ROMA;LAZIO;SI;www.icpiazzacapri.it;True;12,5330929;41,944666399999996;SCUOLA PRIMARIA;107
RMEE8FN01R;201617;CENTRO;00122;H501;RMIC8FN00P;IC VIALE VEGA;QUINQUEREMI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8FN00P@istruzione.it;Non Disponibile;VIA DELLE QUINQUEREMI 19;ROMA;LAZIO;SI;www.comprensivovega.gov.it;True;12,2940225;41,7241153;SCUOLA PRIMARIA;598
RMEE8GS021;201617;CENTRO;00135;H501;RMIC8GS00T;IC OCTAVIA;L.L.BESSO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8GS00T@istruzione.it;Non Disponibile;VIA GIUSEPPE MAZZATINTI 15;ROMA;LAZIO;SI;www.icoctavia.gov.it;True;12,4096429;41,9582501;SCUOLA PRIMARIA;256
RMMM83001R;201617;CENTRO;00142;H501;RMIC83000Q;GIUSEPPE MONTEZEMOLO;MONTEZEMOLO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC83000Q@istruzione.it;Non Disponibile;VIA A. DI BONAIUTO 16;ROMA;LAZIO;SI;www.icmontezemolo.gov.it;True;12,4893255;41,82836629999999;SCUOLA SECONDARIA I GRADO;754
RMMM8CM014;201617;CENTRO;00173;H501;RMIC8CM003;"IC ""VIA F.GENTILE 40""";ITALO CALVINO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8CM003@istruzione.it;Non Disponibile;VIA F. GENTILE 92;ROMA;LAZIO;SI;www.icviagentile40.gov.it;True;12,587453300000002;41,854788299999996;SCUOLA SECONDARIA I GRADO;259
RMEE86702D;201617;CENTRO;00189;H501;RMIC86700A;"STATALE ""PUBLIO VIBIO MARIANO""";VIA AL SESTO MIGLIO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC86700A@istruzione.it;Non Disponibile;VIA AL SESTO MIGLIO 78;ROMA;LAZIO;SI;www.icpubliovibiomariano;True;12,444289999999999;41,97016;SCUOLA PRIMARIA;165
RMEE8F001N;201617;CENTRO;00151;H501;RMIC8F000G;I.C. VIA CRIVELLI;LOLA DI STEFANO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8F000G@istruzione.it;Non Disponibile;VIA CRIVELLI 24;ROMA;LAZIO;SI;http//icviacrivelli.gov.it;True;12,44547;41,86801519999999;SCUOLA PRIMARIA;393
RMEE82402G;201617;CENTRO;00176;H501;RMIC82400C;I.C. ALBERTO MANZI;TOTI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC82400C@istruzione.it;Non Disponibile;VIA DEL PIGNETO 104;ROMA;LAZIO;SI;www.icalbertomanzi.it;True;12,529057;41,88792790000001;SCUOLA PRIMARIA;311
RMEE8EF012;201617;CENTRO;00141;H501;RMIC8EF00X;IC P.ZZA CAPRI;PARINI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EF00X@istruzione.it;Non Disponibile;PIAZZA CAPRI 25;ROMA;LAZIO;SI;WWW.ICPIAZZACAPRI.GOV.IT;True;12,5286827;41,943636600000005;SCUOLA PRIMARIA;74
RMMM8FN01Q;201617;CENTRO;00122;H501;RMIC8FN00P;IC VIALE VEGA;CAIO DUILIO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8FN00P@istruzione.it;Non Disponibile;V.LE VEGA 91;ROMA;LAZIO;SI;www.compresivovega.gov.it;True;12,2965079;41,725389;SCUOLA SECONDARIA I GRADO;545
RMMM8BK016;201617;CENTRO;00185;H501;RMIC8BK005;"I.C.S.""VIA TIBURTINA ANTICA25""";BORSI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8BK005@istruzione.it;Non Disponibile;VIA TIBURTINA ANTICA 25;ROMA;LAZIO;SI;borsi-saffi.gov.it;True;12,511782400000001;41,8975891;SCUOLA SECONDARIA I GRADO;102
RMEE83002V;201617;CENTRO;00142;H501;RMIC83000Q;GIUSEPPE MONTEZEMOLO;TINTORETTO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC83000Q@istruzione.it;Non Disponibile;VIA DEL CASTAGNO 175;ROMA;LAZIO;SI;www.icmontezemolo.gov.it;True;12,488398;41,8356503;SCUOLA PRIMARIA;120
RMEE848013;201617;CENTRO;00195;H501;RMIC848001;VIA L. RIZZO 1;CAIROLI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC848001@istruzione.it;Non Disponibile;VIA G. BRUNO N.2;ROMA;LAZIO;SI;WWW.ICVIALUIGIRIZZO.GOV.IT;True;12,4531144;41,9099826;SCUOLA PRIMARIA;273
RMEE8EF045;201617;CENTRO;00141;H501;RMIC8EF00X;IC P.ZZA CAPRI;DON BOSCO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EF00X@istruzione.it;Non Disponibile;P.ZZA MONTE BALDO2;ROMA;LAZIO;SI;WWW.ICPIAZZACAPRI.IT;True;12,534097000000001;41,9371751;SCUOLA PRIMARIA;267
RMEE8BZ02P;201617;CENTRO;00144;H501;RMIC8BZ00C;LEONARDO VINCI;VIALE DELL'ELETTRONICA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8BZ00C@istruzione.it;Non Disponibile;V.LE ELETTRONICA 3;ROMA;LAZIO;SI;www.icleonardodavinci.gov.it;True;12,4645257;41,833085100000005;SCUOLA PRIMARIA;320
RMMM8FD01X;201617;CENTRO;00154;H501;RMIC8FD00V;IC VIA P. SEMERIA;GIUSEPPE MOSCATI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8FD00V@istruzione.it;Non Disponibile;VIA P. SEMERIA 28;ROMA;LAZIO;SI;www.icpadresemeria.it;True;12,494556900000001;41,866004499999995;SCUOLA SECONDARIA I GRADO;718
RMMM81401V;201617;CENTRO;00185;H501;RMIC81400T;DANIELE MANIN;"""DANIELE MANIN""";NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC81400T@istruzione.it;Non Disponibile;VIA DELL'ESQUILINO 31;ROMA;LAZIO;SI;www.danielemanin.org;True;12,49895;41,89793;SCUOLA SECONDARIA I GRADO;160
RMMM825019;201617;CENTRO;00182;H501;RMIC825008;MARCELLO MASTROIANNI;"""DUCA D'AOSTA""";NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC825008@istruzione.it;Non Disponibile;VIA ORVIETO 45;ROMA;LAZIO;SI;www.icmmastroianni.gov.it;True;12,5174793;41,8844317;SCUOLA SECONDARIA I GRADO;357
RMEE8BZ01E;201617;CENTRO;00144;H501;RMIC8BZ00C;LEONARDO VINCI;VIA LIONE;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8BZ00C@istruzione.it;Non Disponibile;VIA LIONE SNC;ROMA;LAZIO;SI;www.icleonardodavinci.gov.it;True;12,4545096;41,821223100000005;SCUOLA PRIMARIA;366
RMEE8ET02G;201617;CENTRO;00177;H501;RMIC8ET00C;I.C. VIALE VENEZIA GIULIA;GIOVANNI XXIII;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8ET00C@istruzione.it;Non Disponibile;V.LE PARTENOPE 55;ROMA;LAZIO;SI;www.icvialeveneziagiulia.it;True;12,552078199999999;41,891990299999996;SCUOLA PRIMARIA;349
RMEE8EL02G;201617;CENTRO;00159;H501;RMIC8EL00C;IC VIA TEDESCHI;MARTIRI DELLA LIBERTA';NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EL00C@istruzione.it;Non Disponibile;VIA BERTARELLI 140;ROMA;LAZIO;SI;www.197circolodidattico.it;True;12,5383959;41,9054928;SCUOLA PRIMARIA;246
RMEE8GM01G;201617;CENTRO;00166;H501;RMIC8GM00D;IC VIA CASALOTTI 259;VIA CASALOTTI 85;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8GM00D@istruzione.it;Non Disponibile;VIA CASALOTTI 85;ROMA;LAZIO;SI;www.iccasalotti.it;True;12,368537400000001;41,915740299999996;SCUOLA PRIMARIA;495
RMEE834015;201617;CENTRO;00119;H501;RMIC834003;FANELLI - F.MARINI;MARINI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC834003@istruzione.it;Non Disponibile;VIA DELLE SALINE 4;ROMA;LAZIO;SI;icfanellimarini.gov.it;True;12,3020132;41,7609388;SCUOLA PRIMARIA;231
RMEE8EF034;201617;CENTRO;00141;H501;RMIC8EF00X;IC P.ZZA CAPRI;VIA VALLE SCRIVIA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EF00X@istruzione.it;Non Disponibile;VIA VALLE SCRIVIA;ROMA;LAZIO;SI;www.icpiazzacapri.gov.it;True;12,5267802;41,9435109;SCUOLA PRIMARIA;313
RMEE8CC019;201617;CENTRO;00172;H501;RMIC8CC007;"IC ""VIA TOR DE SCHIAVI 175""";AMERIGO VESPUCCI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CC007@istruzione.it;Non Disponibile;VIA TOR DE SCHIAVI 175;ROMA;LAZIO;SI;www.scuolamassaia.it;True;12,56273;41,88548000000001;SCUOLA PRIMARIA;92
RMEE86501R;201617;CENTRO;00166;H501;RMIC86500P;NANDO MARTELLINI;I. DELLA GIOVANNA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC86500P@istruzione.it;Non Disponibile;VIA I. DELLA GIOVANNA 125;ROMA;LAZIO;SI;www.icmartellini.roma.it;True;12,3444499;41,8749387;SCUOLA PRIMARIA;413
RMEE8B8041;201617;CENTRO;00148;H501;RMIC8B800Q;I.C. ANTONIO GRAMSCI;ARVALIA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8B800Q@istruzione.it;Non Disponibile;VIA MONTE DELLE CAPRE 39;ROMA;LAZIO;SI;www.istitutocomprensivogramsci.it;True;12,430236500000001;41,844938;SCUOLA PRIMARIA;199
RMMM805014;201617;CENTRO;00153;H501;RMIC805003;"""ELSA MORANTE""";CARLO CATTANEO;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC805003@istruzione.it;Non Disponibile;VIA ZABAGLIA 27/A;ROMA;LAZIO;SI;www.icelsamorante.gov.it;True;12,476838;41,876759899999996;SCUOLA SECONDARIA I GRADO;80
RMEE8F101D;201617;CENTRO;00144;H501;RMIC8F100B;I.C. LARGO DINO BUZZATI;FERRATELLA - BUZZATI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8F100B@istruzione.it;Non Disponibile;LARGO DINO BUZZATI 15;ROMA;LAZIO;SI;http//iclargobuzzati.gov.it;True;12,4741145;41,8168328;SCUOLA PRIMARIA;302
RMMM8GM01E;201617;CENTRO;00166;H501;RMIC8GM00D;IC VIA CASALOTTI 259;VIA ORBASSANO 69;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8GM00D@istruzione.it;Non Disponibile;VIA ORBASSANO 69;ROMA;LAZIO;SI;www.iccasalotti.it;True;12,3860364;41,91652330000001;SCUOLA SECONDARIA I GRADO;198
RMEE805037;201617;CENTRO;00179;H501;RMIC805003;"""ELSA MORANTE""";GIARDINIERI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC805003@istruzione.it;Non Disponibile;VIA PORTA S. SEBASTIANO 2;ROMA;LAZIO;SI;wwwicelsamorante.it;True;12,496762599999998;41,87904930000001;SCUOLA PRIMARIA;189
RMEE8CM026;201617;CENTRO;00173;H501;RMIC8CM003;"IC ""VIA F.GENTILE 40""";BAMBINI DEL MONDO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CM003@istruzione.it;Non Disponibile;VIA F. GENTILE 40;ROMA;LAZIO;SI;WWW.ICVIAGENTILE40.GOV.IT;True;12,5869565;41,85420140000001;SCUOLA PRIMARIA;459
RMMM86501Q;201617;CENTRO;00166;H501;RMIC86500P;NANDO MARTELLINI;"""NANDO MARTELLINI""";NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC86500P@istruzione.it;Non Disponibile;VIA VANNI 5;ROMA;LAZIO;SI;www.icmartellini.roma.it;True;12,359340099999999;41,8827875;SCUOLA SECONDARIA I GRADO;250
RMEE834026;201617;CENTRO;00119;H501;RMIC834003;FANELLI - F.MARINI;VIA ORIOLI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC834003@istruzione.it;Non Disponibile;VIA ORIOLI 34;ROMA;LAZIO;SI;icfanellimarini.gov.it;True;12,3055883;41,7699682;SCUOLA PRIMARIA;250
RMEE8EA01V;201617;CENTRO;00199;H501;RMIC8EA00R;LUIGI SETTEMBRINI;BARTOLOMEI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EA00R@istruzione.it;Non Disponibile;VIA ASMARA 32;ROMA;LAZIO;SI;luigisettembrini.gov.it;True;12,5173756;41,9272168;SCUOLA PRIMARIA;141
RMMM8FE01Q;201617;CENTRO;00154;H501;RMIC8FE00P;IC P.ZZA D. SAULI;SMS VIA MACINGHI STROZZI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8FE00P@istruzione.it;Non Disponibile;VIA MACINGHI STROZZI 51;ROMA;LAZIO;SI;www.istitutopiazzasauli.it;True;12,4869209;41,8600348;SCUOLA SECONDARIA I GRADO;276
RMEE8GT01Q;201617;CENTRO;00135;H501;RMIC8GT00N;I.C. VIA TRIONFALE;ASSAROTTI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8GT00N@istruzione.it;Non Disponibile;VIA ASSAROTTI 13;ROMA;LAZIO;SI;www.icviatrionfale.gov.it;True;12,422773199999998;41,94148029999999;SCUOLA PRIMARIA;167
RMEE84603D;201617;CENTRO;00135;H501;RMIC846009;"""PIO LA TORRE""";SAN NICOLA II;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC846009@istruzione.it;Non Disponibile;VIA CEVA 248;ROMA;LAZIO;SI;http//www.icpiolatorre.gov.it/;True;12,3520093;41,9741424;SCUOLA PRIMARIA;52
RMEE8B8052;201617;CENTRO;00148;H501;RMIC8B800Q;I.C. ANTONIO GRAMSCI;CORVIALE;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8B800Q@istruzione.it;Non Disponibile;VIA PORTUENSE 745;ROMA;LAZIO;SI;www.istitutocomprensivogramsci.it;True;12,426839999999999;41,85074;SCUOLA PRIMARIA;261
RMEE8E801N;201617;CENTRO;00133;H501;RMIC8E800G;IC VIA S.BIAGIO PLATANI;VIA S. BIAGIO PLATANI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8E800G@istruzione.it;Non Disponibile;VIA S. BIAGIO PLATANI;ROMA;LAZIO;SI;www.icviasanbiagioplatani.gov.it;True;12,6459165;41,8736912;SCUOLA PRIMARIA;402
RMEE8EK01P;201617;CENTRO;00159;H501;RMIC8EK00L;ANNA FRAENTZEL CELLI;PICCININI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8EK00L@istruzione.it;Non Disponibile;VIA F.FIORENTINI 48;ROMA;LAZIO;SI;www.icannacelli.gov.it;True;12,555589900000001;41,909138399999996;SCUOLA PRIMARIA;409
RMEE8CW01R;201617;CENTRO;00134;H501;RMIC8CW00P;VIA DE FINETTI;DE FINETTI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8CW00P@istruzione.it;Non Disponibile;VIA BRUNO DE FINETTI 170/B;ROMA;LAZIO;SI;www.icdefinetti.gov.it;True;12,485501;41,7922342;SCUOLA PRIMARIA;237
RMEE8B802V;201617;CENTRO;00148;H501;RMIC8B800Q;I.C. ANTONIO GRAMSCI;COLLODI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8B800Q@istruzione.it;Non Disponibile;VIA MASSA MARITTIMA 1;ROMA;LAZIO;SI;www.istitutocomprensivogramsci.it;True;12,437610000000001;41,8426196;SCUOLA PRIMARIA;95
RMEE82202X;201617;CENTRO;00131;H501;RMIC82200R;VIA CASAL BIANCO;NINO MANFREDI;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC82200R@istruzione.it;Non Disponibile;VIA VALLE CASTELLANAN.27/29;ROMA;LAZIO;SI;WWW.ICCASALBIANCO.GOV.IT;True;12,6471465;41,9305665;SCUOLA PRIMARIA;423
RMEE813014;201617;CENTRO;00141;H501;RMIC813002;V.LE MARIA MONTESSORI;V.LE ADRIATICO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC813002@istruzione.it;Non Disponibile;V.LE ADRIATICO 140;ROMA;LAZIO;SI;www.icvialeadriatico140.altervista.org;True;12,5370647;41,9421001;SCUOLA PRIMARIA;445
RMEE84601B;201617;CENTRO;00168;H501;RMIC846009;"""PIO LA TORRE""";QUARTACCIO;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC846009@istruzione.it;Non Disponibile;VIA DEL PODERE TRIESTE N. 20;ROMA;LAZIO;SI;http//www.icpiolatorre.gov.it/;True;12,400270800000001;41,924228799999995;SCUOLA PRIMARIA;179
RMEE8B803X;201617;CENTRO;00148;H501;RMIC8B800Q;I.C. ANTONIO GRAMSCI;GIORGIO PERLASCA;NORMALE;ROMA;SCUOLA PRIMARIA;NO;Non Disponibile;RMIC8B800Q@istruzione.it;Non Disponibile;VIA MARCO TULLIO ZANZUCCHI 21;ROMA;LAZIO;SI;www.istitutocomprensivogramsci.it;True;12,4427557;41,842014;SCUOLA PRIMARIA;106
RMMM8EA01T;201617;CENTRO;00198;H501;RMIC8EA00R;LUIGI SETTEMBRINI;SETTEMBRINI;NORMALE;ROMA;SCUOLA PRIMO GRADO;NO;Non Disponibile;RMIC8EA00R@istruzione.it;Non Disponibile;VIA SEBENICO 1;ROMA;LAZIO;SI;LUIGISETTEMBRINI.GOV.IT;True;12,5066148;41,918352399999996;SCUOLA SECONDARIA I GRADO;858
