CODSCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI
FIEE842011;201617;CENTRO;50143,0;D612;FIIC84200V;GHIBERTI;ANNA FRANK;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC84200V@istruzione.it;Non Disponibile;VIA BALDOVINETTI 1;FIRENZE;TOSCANA;SI;www.comprensivoghibertifirenze.it;True;11,223909599999999;43,768890500000005;SCUOLA PRIMARIA;196
FIMM85601T;201617;CENTRO;50134,0;D612;FIIC85600R;OTTONE ROSAI;ROSAI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC85600R@istruzione.it;Non Disponibile;VIA ARCOVATA 4/6;FIRENZE;TOSCANA;SI;WWW.COMPRENSIVOROSAI.IT;True;11,2392868;43,79098219999999;SCUOLA SECONDARIA I GRADO;388
FIMM85701N;201617;CENTRO;50134,0;D612;FIIC85700L;POLIZIANO;POLIZIANO;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC85700L@istruzione.it;Non Disponibile;VIALE MORGAGNI 32;FIRENZE;TOSCANA;SI;www.icpoliziano.it;True;11,24421;43,80003;SCUOLA SECONDARIA I GRADO;335
FIEE85204P;201617;CENTRO;50135,0;D612;FIIC85200D;COVERCIANO;A. DIAZ;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC85200D@istruzione.it;Non Disponibile;VIA G.D'ANNUNZIO 172;FIRENZE;TOSCANA;SI;www.comprensivocoverciano.it;True;11,3076481;43,781256299999995;SCUOLA PRIMARIA;135
FIEE85701P;201617;CENTRO;50134,0;D612;FIIC85700L;POLIZIANO;'MATTEOTTI';NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC85700L@istruzione.it;Non Disponibile;VIALE MORGAGNI 22;FIRENZE;TOSCANA;SI;www.icpoliziano.it;True;11,2435204;43,798703499999995;SCUOLA PRIMARIA;469
FIMM81301X;201617;CENTRO;50127,0;D612;FIIC81300V;AMERIGO VESPUCCI;MANZONI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC81300V@istruzione.it;Non Disponibile;VIA SGAMBATI 30;FIRENZE;TOSCANA;SI;www.ics-amerigovespucci.gov.it;True;11,206383099999998;43,7975529;SCUOLA SECONDARIA I GRADO;309
FIEE85602X;201617;CENTRO;50127,0;D612;FIIC85600R;OTTONE ROSAI;GIANNI RODARI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC85600R@istruzione.it;Non Disponibile;VIALE CORSICA 2;FIRENZE;TOSCANA;SI;WWW.COMPRENSIVOROSAI.IT;True;11,2403097;43,7869336;SCUOLA PRIMARIA;157
FIMM85201E;201617;CENTRO;;D612;FIIC85200D;COVERCIANO;MAZZANTI VIA NOVELLI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC85200D@istruzione.it;Non Disponibile;VIA NOVELLI 30;FIRENZE;TOSCANA;SI;www.comprensivocoverciano.it;True;11,2969118;43,774545;SCUOLA SECONDARIA I GRADO;478
FIEE85103T;201617;CENTRO;50136,0;D612;FIIC85100N;DON MILANI;G. PILATI;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC85100N@istruzione.it;Non Disponibile;VIA MINGHETTI13;FIRENZE;TOSCANA;SI;www.icdonmilani.gov.it;True;11,286862900000001;43,76721939999999;SCUOLA PRIMARIA;236
FIEE85203N;201617;CENTRO;50135,0;D612;FIIC85200D;COVERCIANO;DESIDERIO DA SETTIGNANO;NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC85200D@istruzione.it;Non Disponibile;VIA DESIDERIO DA SETTIGNANO 28D;FIRENZE;TOSCANA;SI;www.comprensivocoverciano.it;True;11,322788000000001;43,7845653;SCUOLA PRIMARIA;114
FIEE85201G;201617;CENTRO;50135,0;D612;FIIC85200D;COVERCIANO;"""S.MARIA A COVERCIANO""";NORMALE;FIRENZE;SCUOLA PRIMARIA;NO;Non Disponibile;FIIC85200D@istruzione.it;Non Disponibile;VIA SALVI CRISTIANI 3;FIRENZE;TOSCANA;SI;www.comprensivocoverciano.it;True;11,2962519;43,7758409;SCUOLA PRIMARIA;364
FIMM85101P;201617;CENTRO;;D612;FIIC85100N;DON MILANI;DON MILANI;NORMALE;FIRENZE;SCUOLA PRIMO GRADO;NO;Non Disponibile;FIIC85100N@istruzione.it;Non Disponibile;VIA CAMBRAY DIGNY 3;FIRENZE;TOSCANA;SI;www.icdonmilani.gov.it;True;11,308003;43,7663004;SCUOLA SECONDARIA I GRADO;193
FI1M01100R;201617;CENTRO;50129,0;D612;;;"""SCUOLE PIE FIORENTINE""";;FIRENZE;SCUOLA SEC. PRIMO GRADO NON STATALE;;;scuola@scuolepiefiorentine.it;Non Disponibile;VIA CAVOUR 94;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,261332699999999;43,781608399999996;SCUOLA SECONDARIA I GRADO;70
FI1M010001;201617;CENTRO;50125,0;D612;;;"""ISTITUTO DEL SACRO CUORE""";;FIRENZE;SCUOLA SEC. PRIMO GRADO NON STATALE;;;INFO@SACROCUORE.COM;Non Disponibile;VIALE MICHELANGIOLO 27;FIRENZE;TOSCANA;SI;www.sacrocuoore.com;False;11,272739;43,7608043;SCUOLA SECONDARIA I GRADO;78
FI1M015004;201617;CENTRO;50143,0;D612;;;"""MARIA FIORENZA NARDI""";;FIRENZE;SCUOLA SEC. PRIMO GRADO NON STATALE;;;scuolanardi@suorestabilite.com;Non Disponibile;V.DI SOFFIANO 3;FIRENZE;TOSCANA;SI;scuoledimonticelli.it;False;11,22498;43,771409999999996;SCUOLA SECONDARIA I GRADO;81
FI1MIM500Z;201617;CENTRO;50129,0;D612;;;KINDERGARTEN;;FIRENZE;SCUOLA SEC. PRIMO GRADO NON STATALE;;;direzione@kindergarten.it;Non Disponibile;VIALE MATTEOTTI 52;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,264165;43,781939799999996;SCUOLA SECONDARIA I GRADO;92
FI1M02100B;201617;CENTRO;50121,0;D612;;;"""ISTITUTO SALESIANO DELL'IMMACOLATA""";;FIRENZE;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria@salesianifirenze.it;Non Disponibile;V.GHIRLANDAIO 40;FIRENZE;TOSCANA;SI;www.salesianifirenze.it;False;11,276336599999999;43,76863779999999;SCUOLA SECONDARIA I GRADO;124
FI1M01200L;201617;CENTRO;50133,0;D612;;;"""SERVE MARIA SS.MA ADDOLORATA""";;FIRENZE;SCUOLA SEC. PRIMO GRADO NON STATALE;;;SCUOLAVIAFAENTINA@VIRGILIO.IT;Non Disponibile;VIA FAENTINA 195;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,27206;43,7941104;SCUOLA SECONDARIA I GRADO;95
FI1E014003;201617;CENTRO;50121,0;D612;;;"""SANTA MARIA DEGLI ANGELI""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;scuolasmangeli@tiscali.it;Non Disponibile;VIA DELLA COLONNA34;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,2636049;43,7753811;SCUOLA PRIMARIA;94
FI1E01700E;201617;CENTRO;50126,0;D612;;;"""MILITE IGNOTO""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;scuola.militeignoto@tiscali.it;Non Disponibile;VIALE EUROPA206;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,300433900000002;43,75645129999999;SCUOLA PRIMARIA;183
FI1M02600E;201617;CENTRO;50135,0;D612;;;"""SANTA MARTA""";;FIRENZE;SCUOLA SEC. PRIMO GRADO NON STATALE;;;scuolasantamarta@tiscali.it;Non Disponibile;VIA D'ANNUNZIO 209;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,317886;43,7805192;SCUOLA SECONDARIA I GRADO;45
FI1E01600P;201617;CENTRO;50125,0;D612;;;"""LA FANTINA""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;IST.LAFANTINA@LIBERO.IT;Non Disponibile;VIA ERTA CANINA N.21;FIRENZE;TOSCANA;SI;www.lafantina.it;False;11,26105;43,76064;SCUOLA PRIMARIA;61
FI1E06200C;201617;CENTRO;50129,0;D612;;;"""KINDERGARTEN""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;direzione@kindergarten.it;Non Disponibile;VIA SAN GALLO 105;FIRENZE;TOSCANA;SI;www.kindergarten.it;False;11,2607263;43,782654;SCUOLA PRIMARIA;256
FI1E00900G;201617;CENTRO;50145,0;D612;;;"""VITTORIO VENETO"" ISTITUTO DELLE SUORE FRANCESCANE MARIA IMMACOLATA";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;SC.SBONAVENTURA@LIBERO.IT;Non Disponibile;VIA S. BONAVENTURA N.24;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,175447;43,7965509;SCUOLA PRIMARIA;99
FI1E00800Q;201617;CENTRO;50145,0;D612;;;"""SANTA TERESA""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;elmateresa@inwind.it;Non Disponibile;VIA PRATESE N.10;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,1994379;43,7983562;SCUOLA PRIMARIA;112
FI1E001001;201617;CENTRO;50134,0;D612;;;"""SAN FRANCESCO""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;SUORETERZIARIE.FI@VIRGILIO.IT;Non Disponibile;VIA VITTORIO EMANUELE N.100;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,253248199999998;43,791470700000005;SCUOLA PRIMARIA;118
FI1E00300L;201617;CENTRO;50133,0;D612;;;"""SUORE SERVE DI MARIA ADDOLORATA""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;SCUOLAVIAFAENTINA@VIRGILIO.IT;Non Disponibile;VIA FAENTINA 195;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,27206;43,7941104;SCUOLA PRIMARIA;111
FI1E00400C;201617;CENTRO;50121,0;D612;;;"""SAN GIUSEPPE DELL'APPARIZIONE""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;sangiuseppe@liberidieducare.it;Non Disponibile;VIA GIOBERTI N.3;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,279910000000001;43,76971339999999;SCUOLA PRIMARIA;115
FI1E00200R;201617;CENTRO;50134,0;D612;;;"""SAN GREGORIO""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;segreteria@scuolasangregorio.it;Non Disponibile;VIA BONAINI 9;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,2475081;43,788467100000005;SCUOLA PRIMARIA;135
FI1M01800G;201617;CENTRO;50121,0;D612;;;"""SAN GIUSEPPE DELL'APPARIZIONE""";;FIRENZE;SCUOLA SEC. PRIMO GRADO NON STATALE;;;sangiuseppe@liberidieducare.it;Non Disponibile;VIA GIOBERTI 3;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,279910000000001;43,76971339999999;SCUOLA SECONDARIA I GRADO;84
FI1E00700X;201617;CENTRO;50135,0;D612;;;"""ANCELLE DI MARIA""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;ancelledimaria@yahoo.it;Non Disponibile;VIA G. D'ANNUNZIO 149;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,3015755;43,781229700000004;SCUOLA PRIMARIA;88
FI1E01100G;201617;CENTRO;50129,0;D612;;;"""SCUOLE PIE FIORENTINE""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;scuola@scuolepiefiorentine.it;Non Disponibile;VIA CAVOUR 94;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,261332699999999;43,781608399999996;SCUOLA PRIMARIA;108
FI1E005008;201617;CENTRO;50131,0;D612;;;"""MADRE MAZZARELLO""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA MARCONI N.21;FIRENZE;TOSCANA;SI;www.istitutomadremazzarellofirenze.it;False;11,2745167;43,7829398;SCUOLA PRIMARIA;103
FI1M01600X;201617;CENTRO;50124,0;D612;;;"""PIO X ARTIGIANELLI""";;FIRENZE;SCUOLA SEC. PRIMO GRADO NON STATALE;;;piox.artigianelli@katamail.com;Non Disponibile;VIA DEI SERRAGLI 104;FIRENZE;TOSCANA;SI;www.artigianelli.org;False;11,2445752;43,7660429;SCUOLA SECONDARIA I GRADO;108
FI1E006004;201617;CENTRO;50137,0;D612;;;"""ISTITUTO SUORE CALASANZIANE""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;SUORECALASANZIANE@VIRGILIO.IT;Non Disponibile;VIA CENTOSTELLE 9;FIRENZE;TOSCANA;SI;www.suorecalasanziane@virgilio.it;False;11,290313699999999;43,781406700000005;SCUOLA PRIMARIA;120
FI1M02000G;201617;CENTRO;50121,0;D612;;;"""CONSERVATORIO SANTA MARIA DEGLI ANGELI""";;FIRENZE;SCUOLA SEC. PRIMO GRADO NON STATALE;;;scuolasmangeli@tiscali.it;Non Disponibile;VIA DELLA COLONNA 34;FIRENZE;TOSCANA;SI;WWW.CONSERVATORIOANGELI.IT;False;11,2636049;43,7753811;SCUOLA SECONDARIA I GRADO;12
FI1E01000Q;201617;CENTRO;50143,0;D612;;;"""MONTICELLI""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;scuolamonticelli@yahoo.it;Non Disponibile;VIA DI SOFFIANO N.3;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,22498;43,771409999999996;SCUOLA PRIMARIA;175
FI1E019006;201617;CENTRO;50125,0;D612;;;"""ISTITUTO DEL SACRO CUORE""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;INFO@SACROCUORE.COM;Non Disponibile;VIALE MICHELANGIOLO 27;FIRENZE;TOSCANA;SI;www.sacrocuore.com;False;11,272739;43,7608043;SCUOLA PRIMARIA;113
FI1E013007;201617;CENTRO;50125,0;D612;;;"""SAN PIER MARTIRE""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;SANPIERMARTIRE@LIBERO.IT;Non Disponibile;P.ZZA SAN FELICE N.6;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,2476605;43,7650253;SCUOLA PRIMARIA;115
FI1E01200B;201617;CENTRO;50144,0;D612;;;"""SAN GASPARE DEL BUFALO""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;SANGASPARE@LIBERIDIEDUCARE.IT;Non Disponibile;VIA BOCCHERINI N. 27;FIRENZE;TOSCANA;SI;Non Disponibile;False;11,230065199999999;43,787453799999994;SCUOLA PRIMARIA;104
FI1E01800A;201617;CENTRO;50126,0;D612;;;"""SAN GIOVANNI BATTISTA""";;FIRENZE;SCUOLA PRIMARIA NON STATALE;;;istituto@merlobianco.it;Non Disponibile;VIA DI RIPOLI 82;FIRENZE;TOSCANA;SI;www.merlobianco.it;False;11,28309;43,75904;SCUOLA PRIMARIA;88
