CODSCUOLA;ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SEDESCOLASTICA;SITOWEBSCUOLA;bStatale;Long;Lat;ORDINESCUOLA;ALUNNI
BAEE03001P;201617;SUD;70100,0;A662;BAEE03000N;30 CD ANNESSO CONVITTO CIRILLO;"CONVITTO ""CIRILLO""";ANNESSO A CONVITTO;BARI;SCUOLA PRIMARIA;NO;Non Disponibile;BAEE03000N@istruzione.it;Non Disponibile;VIA D.CIRILLO 33;BARI;PUGLIA;SI;http//www.convittocirillo.it;True;16,8781784;41,11337950000001;SCUOLA PRIMARIA;300
BAEE011019;201617;SUD;70100,0;A662;BAEE011008;"11 C.D. ""S.FILIPPO NERI"" BARI";S.FILIPPO NERI - 11 C.D.BARI;NORMALE;BARI;SCUOLA PRIMARIA;NO;Non Disponibile;BAEE011008@istruzione.it;Non Disponibile;VIALE SALANDRA 18;BARI;PUGLIA;SI;www.scuolasanfilipponeri.gov.it;True;16,8643063;41,114884;SCUOLA PRIMARIA;540
BAEE81502L;201617;SUD;70123,0;A662;BAIC81500D;GIUSEPPE GARIBALDI;PR.SSA DI PIEMONTE -15 CD BARI;NORMALE;BARI;SCUOLA PRIMARIA;NO;Non Disponibile;BAIC81500D@istruzione.it;Non Disponibile;VIA BOVIO 43;BARI;PUGLIA;SI;www.icgaribaldibari.gov.it;True;16,855772100000003;41,122673000000006;SCUOLA PRIMARIA;152
BAEE884023;201617;SUD;70126,0;A662;BAIC88400X;"""JAPIGIA I - VERGA CENTRALE"" BA";DON ORIONE - 9 C.D. BARI;NORMALE;BARI;SCUOLA PRIMARIA;NO;Non Disponibile;BAIC88400X@istruzione.it;Non Disponibile;VIALE JAPIGIA N140;BARI;PUGLIA;SI;www.icjapigia1verga.it;True;16,896077;41,1139793;SCUOLA PRIMARIA;250
BAMM818012;201617;SUD;70124,0;A662;BAIC818001;"""MASSARI"" - ""GALILEI""";"""MASSARI"" - ""GALILEI""";NORMALE;BARI;SCUOLA PRIMO GRADO;NO;Non Disponibile;BAIC818001@istruzione.it;Non Disponibile;VIA DANIELE PETRERA 80;BARI;PUGLIA;SI;www.smsmassarigalileibari.gov.it;True;16,8650077;41,109391200000005;SCUOLA SECONDARIA I GRADO;403
BAMM80601Q;201617;SUD;70132,0;A662;BAIC80600P;"""FALCONE-BORSELLINO""";"""FALCONE-BORSELLINO""";NORMALE;BARI;SCUOLA PRIMO GRADO;NO;Non Disponibile;BAIC80600P@istruzione.it;Non Disponibile;VIA CASSALA 15;BARI;PUGLIA;SI;http//digilander.libero.it/falconeborsellinoba/;True;16,8385566;41,11772620000001;SCUOLA SECONDARIA I GRADO;264
BAEE884012;201617;SUD;70100,0;A662;BAIC88400X;"""JAPIGIA I - VERGA CENTRALE"" BA";SAN FRANCESCO - IAPIGIA 1?;NORMALE;BARI;SCUOLA PRIMARIA;NO;Non Disponibile;BAIC88400X@istruzione.it;Non Disponibile;VIA PEUCETIA 50;BARI;PUGLIA;SI;www.icjapigia1verga.it;True;16,8899115;41,113998200000005;SCUOLA PRIMARIA;395
BAMM84301P;201617;SUD;70123,0;A662;BAIC84300N;"""B. GRIMALDI"" - S.M. ""LOMBARDI""";SMS LOMBARDI;NORMALE;BARI;SCUOLA PRIMO GRADO;NO;Non Disponibile;BAIC84300N@istruzione.it;Non Disponibile;VIA LOMBARDIA2;BARI;PUGLIA;SI;WWW.ICGRIMALDILOMBARDI.GOV.IT;True;16,7892535;41,1199451;SCUOLA SECONDARIA I GRADO;431
BAMM817016;201617;SUD;70125,0;A662;BAIC817005;DE AMICIS - LATERZA;LATERZA;NORMALE;BARI;SCUOLA PRIMO GRADO;NO;Non Disponibile;BAIC817005@istruzione.it;Non Disponibile;VIA ZANARDELLI 16;BARI;PUGLIA;SI;www.icdeamicsilaterza.gov.it;True;16,875187399999998;41,1118411;SCUOLA SECONDARIA I GRADO;258
BA1M01200G;201617;SUD;70125,0;A662;;;MARGHERITA;;BARI;SCUOLA SEC. PRIMO GRADO NON STATALE;;;segreteria@istitutomargherita.it;Non Disponibile;C.O CROCE 267;BARI;PUGLIA;SI;www.istitutomargherita.it;False;16,8716382;41,10797279999999;SCUOLA SECONDARIA I GRADO;96
BA1E00900E;201617;SUD;70125,0;A662;;;MARGHERITA;;BARI;SCUOLA PRIMARIA NON STATALE;;;istitutomargherita@virgilio.it;Non Disponibile;CORSO B. CROCE 267;BARI;PUGLIA;SI;www.istitutomargherita.it;False;16,8716382;41,10797279999999;SCUOLA PRIMARIA;405
BA1E005007;201617;SUD;70123,0;A662;;;PIETRO ALBEROTANZA;;BARI;SCUOLA PRIMARIA NON STATALE;;;ist.alberotanza@tiscalinet.it;Non Disponibile;TRAV. II VIA UMBRIA 5;BARI;PUGLIA;SI;www.istitutoalberotanza.it;False;16,79427;41,121320000000004;SCUOLA PRIMARIA;97
BA1MD7500G;201617;SUD;70125,0;A662;;;SCUOLA MEDIA INTERNAZONALE;;BARI;SCUOLA SEC. PRIMO GRADO NON STATALE;;;Non Disponibile;Non Disponibile;VIA G. FANELLI 265;BARI;PUGLIA;SI;Non Disponibile;False;16,8809914;41,0985963;SCUOLA SECONDARIA I GRADO;39
BA1E026008;201617;SUD;70122,0;A662;;;ISTITUTO SS.ROSARIO;;BARI;SCUOLA PRIMARIA NON STATALE;;;santissimorosario@virgilio.it;SANTISSIMOROSARIO@PEC.IT;VIA PUTIGNANI 244;BARI;PUGLIA;SI;http//www.istitutosantissimorosario.it;False;16,8622541;41,1228389;SCUOLA PRIMARIA;121
BA1E00200Q;201617;SUD;70012,0;A662;;;BEATA MARIA DE MATTIAS;;BARI;SCUOLA PRIMARIA NON STATALE;;;demattias-scuola@libero.it;Non Disponibile;VIA DE MARINIS 92/94;BARI;PUGLIA;SI;Non Disponibile;False;16,8702835;41,0782524;SCUOLA PRIMARIA;136
BA1E02500C;201617;SUD;70125,0;A662;;;PARCO DELLE FIABE;;BARI;SCUOLA PRIMARIA NON STATALE;;;Non Disponibile;Non Disponibile;VIA G. FANELLI 265;BARI;PUGLIA;SI;www.gruppoeducom.it;False;16,8809914;41,0985963;SCUOLA PRIMARIA;76
BA1E00100X;201617;SUD;70122,0;A662;;;FILIPPO SMALDONE;;BARI;SCUOLA PRIMARIA NON STATALE;;;smaldone@libero.it;Non Disponibile;VIA S. GIACOMO 2;BARI;PUGLIA;SI;Non Disponibile;False;16,868092;41,1284391;SCUOLA PRIMARIA;31
BA1M006008;201617;SUD;70124,0;A662;;;PREZIOSISSIMO SANGUE;;BARI;SCUOLA SEC. PRIMO GRADO NON STATALE;;;ips-scuola@libero.it;Non Disponibile;V.SCIPIONE AFRICANO 272;BARI;PUGLIA;SI;Non Disponibile;False;16,864362300000003;41,1110947;SCUOLA SECONDARIA I GRADO;31
BA1E00400B;201617;SUD;70124,0;A662;;;PREZIOSISSIMO SANGUE;;BARI;SCUOLA PRIMARIA NON STATALE;;;ips-scuola@libero.it;Non Disponibile;VIA SCIPIONE L'AFRICANO 272;BARI;PUGLIA;SI;Non Disponibile;False;16,864362300000003;41,1110947;SCUOLA PRIMARIA;113
BA1E01500T;201617;SUD;70123,0;A662;;;SANTA TERESA DEL BAMBINO GESU';;BARI;SCUOLA PRIMARIA NON STATALE;;;primariasantateresa@email.it;Non Disponibile;VIA LOPEZ 56;BARI;PUGLIA;SI;Non Disponibile;False;16,8497032;41,1262326;SCUOLA PRIMARIA;39
BA1E00300G;201617;SUD;70126,0;A662;;;MADRE CLELIA MERLONI;;BARI;SCUOLA PRIMARIA NON STATALE;;;direzione@merlonibari.it;Non Disponibile;VIA MERLONI N.3;BARI;PUGLIA;SI;Non Disponibile;False;16,890062399999998;41,1132472;SCUOLA PRIMARIA;206
BA1E01700D;201617;SUD;70121,0;A662;;;SANTI SEBASTIANO E DOMENICA;;BARI;SCUOLA PRIMARIA NON STATALE;;;ssebastianoedomenica@libero.it;Non Disponibile;LARGO MONS.CURI17;BARI;PUGLIA;SI;Non Disponibile;False;16,88305;41,1186909;SCUOLA PRIMARIA;80
BA1E01600N;201617;SUD;70057,0;A662;;;MONSIGNOR SANNA;;BARI;SCUOLA PRIMARIA NON STATALE;;;ac.logos@libero.it;Non Disponibile;II TRAVERSA VITT. VENETO;BARI;PUGLIA;SI;Non Disponibile;False;16,766574;41,1575006;SCUOLA PRIMARIA;89
